sample,method,MCC,ARI
Normal_4_equil_TRUE_pn_150_seed_29,PPM,1,1
Normal_4_equil_TRUE_pn_150_seed_29,PPM_window5,1,1
Normal_4_equil_TRUE_pn_150_seed_29,PPM_window10,1,1
Normal_4_equil_TRUE_pn_150_seed_29,PPI,0.891316130474729,0.879040240947341
Normal_4_equil_TRUE_pn_150_seed_29,PPI_window5,0.891316130474729,0.879040240947341
Normal_4_equil_TRUE_pn_150_seed_29,PPI_window10,0.891316130474729,0.879040240947341
Normal_4_equil_TRUE_pn_150_seed_29,ALDUQ,0.66069587293931,0.642057855864582
Normal_4_equil_TRUE_pn_150_seed_29,ALDUQ_window5,0.891316130474729,0.879040240947341
Normal_4_equil_TRUE_pn_150_seed_29,ALDUQ_window10,0.891316130474729,0.879040240947341
Normal_4_equil_TRUE_pn_150_seed_29,chull,0.421637021355784,0.262799265620957
Normal_4_equil_TRUE_pn_150_seed_29,chull_window5,0.462657851529291,0.316364273122121
Normal_4_equil_TRUE_pn_150_seed_29,chull_window10,0.462657851529291,0.316364273122121
