sample,method,MCC,ARI
Normal_4_equil_FALSE_pn_150_seed_2,PPM,0.810846017667853,0.781855959593295
Normal_4_equil_FALSE_pn_150_seed_2,PPM_window5,0.810846017667853,0.781855959593295
Normal_4_equil_FALSE_pn_150_seed_2,PPM_window10,0.810846017667853,0.781855959593295
Normal_4_equil_FALSE_pn_150_seed_2,PPI,0.891337623249849,0.879109833612375
Normal_4_equil_FALSE_pn_150_seed_2,PPI_window5,0.891337623249849,0.879109833612375
Normal_4_equil_FALSE_pn_150_seed_2,PPI_window10,0.891337623249849,0.879109833612375
Normal_4_equil_FALSE_pn_150_seed_2,ALDUQ,0.177195370993849,0.163039191908968
Normal_4_equil_FALSE_pn_150_seed_2,ALDUQ_window5,0.177195370993849,0.163039191908968
Normal_4_equil_FALSE_pn_150_seed_2,ALDUQ_window10,0.177195370993849,0.163039191908968
Normal_4_equil_FALSE_pn_150_seed_2,chull,0.478863597308864,0.33819672691363
Normal_4_equil_FALSE_pn_150_seed_2,chull_window5,0.496423993788773,0.361792345992906
Normal_4_equil_FALSE_pn_150_seed_2,chull_window10,0.537209609422834,0.417205214763148
